"84,058953372-X,cjanton2b,Grand Prix,$509066.67,119946,Pontiac,Orange,1993,Gosty?,,Poland,Female,Zloty,diners-club-carte-blanche,KNADH4A38B6574059"
"85,459310213-8,rstoffler2c,Solara,$629260.67,62504,Toyota,Yellow,2000,Jatobá,,Brazil,Male,Real,visa-electron,WBSBR93445P645663"
"86,022976954-3,atejero2d,Regal,$105119.93,85000,Buick,Mauv,1990,Presidente Prudente,,Brazil,Male,Real,visa-electron,WAUEG98E46A511264"
"87,051000995-6,apoter2e,A4,$29511.98,127837,Audi,Red,2009,Araras,,Brazil,Male,Real,jcb,3GYVKMEF4AG201914"
"88,362529862-7,agilmore2f,J,$84001.35,66719,Infiniti,Aquamarine,1995,Ljungskile,Västra Götaland,Sweden,Female,Krona,jcb,WAU2GBFC1DN708930"
"89,339127169-8,mpool2g,Landaulet,$454246.66,1330,Maybach,Turquoise,2010,Hofors,Gävleborg,Sweden,Female,Krona,jcb,1D7RB1CT1AS329217"
"90,095933638-9,rboothby2h,Colorado,$316016.93,81133,Chevrolet,Indigo,2005,Fresno,California,United States,Female,Dollar,jcb,1N4AL3AP5DC027228"
"91,306829677-3,rhacun2i,Lancer,$404982.43,132214,Mitsubishi,Indigo,2005,Erie,Pennsylvania,United States,Female,Dollar,diners-club-enroute,WAUMV44EX7N590590"
"92,131720474-3,cblackney2j,S-Series,$781327.50,134479,Saturn,Fuscia,1994,Ochla,,Poland,Female,Zloty,jcb,WAUCFAFR2EA401314"
"93,779953186-X,zmauchline2k,Sorento,$937266.45,143679,Kia,Violet,2012,Itapecerica da Serra,,Brazil,Female,Real,diners-club-international,3FADP4AJ0FM894315"
"94,610577437-0,nelmer2l,SJ,$231376.64,7434,Suzuki,Mauv,1988,Rudnik,,Poland,Male,Zloty,maestro,WBA3T3C59F5835861"
"95,000892519-4,dsantostefano2m,Malibu,$854023.97,62926,Chevrolet,Crimson,2001,Los Angeles,Sinaloa,Mexico,Male,Peso,americanexpress,JN1CV6EK0FM125144"
"96,961893074-2,smarvelley2n,Grand Marquis,$120014.81,7508,Mercury,Violet,1996,Dobrica,,Serbia,Female,Dinar,instapayment,1FTSW3B5XAE531726"
"97,441596584-9,cpitkins2o,rio,$883050.03,149341,Volkswagen,Fuscia,1996,Boulogne-Billancourt,Île-de-France,France,Male,Euro,jcb,2G4GP5EX1F9935986"
"98,607060295-1,sblei2p,Biturbo,$207884.97,122598,Maserati,Maroon,1986,Älvdalen,Dalarna,Sweden,Male,Krona,diners-club-carte-blanche,3GYFNEE3XES165110"
"99,971426073-6,dodriscoll2q,RL,$963125.35,96436,Acura,Yellow,2012,Salaš Crnobarski,,Serbia,Female,Dinar,bankcard,19XFB2F53FE466850"
"100,008362539-9,sboules2r,Cherokee,$302502.48,127831,Jeep,Puce,1997,Portão,,Brazil,Female,Real,laser,3GTXCYEJ2AG591547"
